No,gene,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
8630,TRH,"HP:0002011, HP:0010662, HP:0012443, HP:0012639, HP:0012759, HP:0100547",6,5.14005E-05,,,
8631,TRHDE,,,0.021179432,,,
8632,TRIAP1,,,,1.69605E-06,,corynanthine
8633,TRIB1,,,,0.000380374,,
8634,TRIM10,,,,5.9174E-12,,
8635,TRIM13,,,0.001004903,,,
8636,TRIM14,,,,0.000386491,,"CD-437, verapamil"
8637,TRIM15,,,,7.24655E-05,,
8638,TRIM16L,,,0.028316881,,,
8639,TRIM2,"HP:0012639, HP:0012759",2,6.15919E-05,,"cyproterone, fluorouracil, ibuprofen, lynestrenol",
8640,TRIM21,,,,4.67918E-06,,
8641,TRIM22,,,,7.20672E-05,,"chloramphenicol, chlormadinone, ibuprofen, lithocholic-acid"
8642,TRIM25,,,,8.22775E-05,,
8643,TRIM26,,,0.002073774,,,
8644,TRIM28,,,,5.10616E-07,,"clomifene, mephenytoin"
8645,TRIM29,,,,1.32371E-14,,"verapamil, vigabatrin"
8646,TRIM3,,,0.0004682,,,
8647,TRIM31,,,,2.01159E-05,,
8648,TRIM33,,,1.73405E-05,,,
8649,TRIM34,,,,6.21817E-06,,
8650,TRIM36,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0100547, HP:0410043",11,8.94094E-09,,menadione,
8651,TRIM38,,,,2.04948E-05,,
8652,TRIM39,,,,4.80434E-05,,
8653,TRIM40,,,,6.78683E-06,,
8654,TRIM41,,,,0.000886435,,
8655,TRIM42,,,,0.000110909,,
8656,TRIM46,,,0.000134986,,,
8657,TRIM49B,,,,0.000320076,,
8658,TRIM5,,,,4.04713E-05,,
8659,TRIM50,,,,4.37141E-05,,
8660,TRIM51,,,,0.000294035,,
8661,TRIM55,,,,4.21283E-13,,
8662,TRIM56,,,,3.43039E-05,,
8663,TRIM59,,,,1.59171E-07,,
8664,TRIM6,,,,1.69897E-07,,
8665,TRIM60,,,,0.00022517,,
8666,TRIM62,,,0.027880147,,,
8667,TRIM63,,,,1.76616E-14,,
8668,TRIM65,,,,0.000129076,,
8669,TRIM67,,,5.47569E-06,,,
8670,TRIM68,,,,4.24523E-06,,
8671,TRIM6-TRIM34,,,,0.000156057,,
8672,TRIM73,,,,0.000399186,,
8673,TRIM9,,,4.79746E-08,,,
8674,TRIML1,,,,7.03829E-07,,
8675,TRIML2,,,,1.6715E-05,,
8676,TRIO,"HP:0002011, HP:0002060, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,1.57001E-10,,,
8677,TRIP10,,,,6.02476E-06,,idoxuridine
8678,TRIP11,HP:0012759,1,,0.000410299,,
8679,TRIP13,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",21,,0.000132185,,
8680,TRIP4,"HP:0012639, HP:0012759",2,0.0114431,,,
8681,TRIP6,,,,2.91974E-05,,
8682,TRIT1,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",12,0.019292745,,,
8683,TRMT10A,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002363, HP:0002365, HP:0002500, HP:0002977, HP:0007360, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",20,,4.02207E-09,,
8684,TRMT10C,"HP:0002011, HP:0012639",2,,6.76535E-06,,
8685,TRMT112,,,,2.75395E-07,,
8686,TRMT2A,,,,3.38437E-08,,
8687,TRMT2B,,,,2.3812E-05,,
8688,TRMT6,,,,0.00032117,,
8689,TRMT61A,,,,2.44714E-09,,
8690,TRMU,HP:0012759,1,,6.90955E-06,,
8691,TROAP,,,,8.18324E-05,,
8692,TRPA1,,,,4.99635E-10,,
8693,TRPC1,,,0.00023414,,,
8694,TRPC3,"HP:0001272, HP:0001317, HP:0002011, HP:0002334, HP:0006855, HP:0011282, HP:0011283, HP:0012443, HP:0012639",9,0.000794614,,,
8695,TRPC4,,,0.000248592,,,
8696,TRPC5,,,0.000271619,,,
8697,TRPM1,,,,6.54764E-10,,
8698,TRPM3,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,0.000124554,,,
8699,TRPM5,,,,1.06122E-05,,
8700,TRPS1,"HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,0.04155929,,"busulfan, chlordiazepoxide, haloperidol, ketoprofen",
8701,TRPT1,,,,9.08697E-07,,
8702,TRPV1,,,,0.000286285,,
8703,TRPV2,,,,1.4932E-05,,
8704,TRPV3,,,,2.87522E-05,,
8705,TRPV4,"HP:0002011, HP:0002118, HP:0002143, HP:0002176, HP:0012443, HP:0012639, HP:0012759",7,,1.27218E-05,,
8706,TRPV6,HP:0012759,1,,4.1731E-06,,
8707,TRUB2,,,,2.73448E-05,,
8708,TSACC,,,,1.6374E-08,,
8709,TSC2,"HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002538, HP:0002539, HP:0006919, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0032046, HP:0032051, HP:0100547, HP:0100705, HP:0100707",16,,0.000163045,,
8710,TSC22D1,,,0.001619908,,"depomedrol, flurbiprofen, heliotrine, triamcinolone",
8711,TSC22D4,,,,0.00059488,,
8712,TSEN2,"HP:0001272, HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0006850, HP:0006989, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0100547",34,0.02259225,,"carbamazepine, levisoprenaline, pyrimethamine",
8713,TSEN34,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0006850, HP:0006989, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100307, HP:0100547",30,,0.000223256,,diflorasone
8714,TSEN54,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002518, HP:0002538, HP:0002977, HP:0006817, HP:0006850, HP:0006955, HP:0006989, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0100547, HP:0100705",38,,9.94186E-08,,
8715,TSFM,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,0.000150902,,
8716,TSGA13,,,,3.93714E-06,,
8717,TSKS,,,,7.73272E-08,,
8718,TSLP,,,,3.25288E-08,,
8719,TSNARE1,,,0.010323511,,,
8720,TSPAN1,,,,1.22071E-06,,
8721,TSPAN13,,,0.011501185,,"cytarabine, propylthiouracil, quercetin, reserpine, verapamil",
8722,TSPAN32,,,,1.14862E-06,,
8723,TSPAN7,"HP:0002011, HP:0012639, HP:0012703, HP:0012759",4,1.03589E-14,,"acebutolol, cilostazol, ethosuximide, heliotrine, mepireserpate, methyldopa, metronidazole, terbutaline, triamcinolone, zidovudine",
8724,TSPAN8,,,,1.46161E-09,,"clorgiline, ibuprofen, idoxuridine, ketoprofen, methimazole, metronidazole, nimodipine, prednisolone, progesterone, prostaglandin-e1, tianeptine, zonisamide"
8725,TSPEAR,,,,4.05744E-10,,
8726,TSPO,,,,3.04072E-09,,
8727,TSPO2,,,,9.20676E-09,,
8728,TSPYL1,,,,0.000620716,,
8729,TSPYL2,,,,2.27217E-06,,
8730,TSR1,,,,6.73678E-07,,
8731,TSR2,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,5.73992E-05,,
8732,TSR3,,,,1.05718E-05,,
8733,TSSC1,,,0.002245098,,,
8734,TSSC4,,,,1.28861E-05,,
8735,TSSK3,,,,2.60865E-06,,
8736,TSSK6,,,,1.82035E-08,,
8737,TST,,,,6.55862E-08,,"cytochalasin-b, mepireserpate"
8738,TSTA3,,,,4.46211E-06,,
8739,TSTD1,,,,2.54651E-08,,
8740,TSTD2,,,0.016053657,,,
8741,TTBK1,,,3.02224E-09,,,
8742,TTBK2,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639",7,0.00394006,,,
8743,TTC12,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,0.000273206,,
8744,TTC13,,,1.39364E-14,,,
8745,TTC14,,,3.67411E-06,,,
8746,TTC16,,,,2.69984E-05,,
8747,TTC17,,,0.025769124,,,
8748,TTC21A,,,0.007677452,,,
8749,TTC21B,,,6.4108E-05,,,
8750,TTC22,,,,3.72006E-13,,
8751,TTC24,,,,2.22881E-07,,
8752,TTC26,"HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002977, HP:0006892, HP:0007367, HP:0007369, HP:0010627, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012703, HP:0012759, HP:0030047, HP:0100547",17,0.000571278,,,
8753,TTC28,,,9.97545E-05,,,
8754,TTC3,,,0.003067035,,,
8755,TTC30B,,,,0.000189989,,
8756,TTC31,,,,1.11357E-08,,
8757,TTC33,,,0.027714507,,,
8758,TTC34,,,0.029628427,,,
8759,TTC37,HP:0012759,1,0.015896684,,,
8760,TTC38,,,,3.56652E-05,,
8761,TTC7B,,,4.22741E-08,,,
8762,TTC9,,,0.000420538,,,
8763,TTC9B,,,1.20239E-08,,,
8764,TTF1,,,,0.00096965,,
8765,TTF2,,,,2.40487E-05,,
8766,TTI2,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",13,0.009816988,,,
8767,TTK,,,,0.000117506,,
8768,TTL,,,0.013026853,,,
8769,TTLL1,,,0.011415984,,,
8770,TTLL10,,,,4.21252E-06,,
8771,TTLL11,,,1.29362E-06,,,
8772,TTLL12,,,,7.74919E-05,,
8773,TTLL3,,,,3.66811E-07,,
8774,TTLL5,,,0.002399675,,,
8775,TTLL6,,,,9.29434E-05,,
8776,TTLL7,,,1.13477E-05,,,
8777,TTLL8,,,,0.000242136,,
8778,TTLL9,,,0.002081544,,,
8779,TTPAL,,,,0.000408705,,
8780,TTR,"HP:0002011, HP:0010651, HP:0012443, HP:0012639, HP:0100659",5,,2.67443E-22,,"metrifonate, sulfadiazine"
8781,TTYH1,,,1.50215E-06,,,
8782,TTYH3,,,0.001405256,,,
8783,TUB,HP:0012759,1,0.003376705,,,
8784,TUBA1A,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",25,2.07286E-10,,"albendazole, dichloroacetic-acid, epinephrine, selegiline",
8785,TUBA1B,,,,2.86624E-06,,
8786,TUBA3C,,,,0.000325405,,
8787,TUBA4A,"HP:0002011, HP:0007367, HP:0012639, HP:0012757",4,,6.52426E-05,,
8788,TUBB2A,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0007362, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",18,3.37229E-07,,"acebutolol, chloramphenicol, clomipramine, fenoterol, lidocaine, mefenamic-acid, propranolol, pseudoephedrine, triamcinolone, verapamil",
8789,TUBB2B,"HP:0001272, HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002339, HP:0002363, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0006930, HP:0007360, HP:0007361, HP:0007364, HP:0007370, HP:0007375, HP:0010994, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",29,5.63739E-19,,"clomifene, floxuridine, mefenamic-acid",
8790,TUBB4A,"HP:0001272, HP:0001317, HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,4.20821E-07,,,
8791,TUBB4B,,,,0.000102957,,
8792,TUBB6,HP:0012639,1,,1.91203E-05,,cytochalasin-b
8793,TUBE1,,,0.003689778,,,
8794,TUBG2,,,0.000839538,,,
8795,TUBGCP2,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0100547",13,,1.50045E-05,,
8796,TUBGCP6,"HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,,3.74343E-05,,
8797,TUFM,"HP:0002011, HP:0002060, HP:0002538, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,5.18388E-05,,
8798,TUFT1,,,,2.45757E-05,,idoxuridine
8799,TULP1,"HP:0001317, HP:0002011, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",11,,3.64335E-09,,
8800,TULP2,,,,3.38107E-05,,
8801,TULP4,,,0.000410542,,,
8802,TUSC2,,,,4.50539E-08,,
8803,TUSC3,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,0.009242822,,,
8804,TUSC5,,,,0.000228978,,
8805,TUT1,,,,8.08695E-10,,
8806,TVP23A,,,0.000822789,,,
8807,TVP23C,,,0.00335916,,,
8808,TWF2,,,,2.74689E-05,,methyldopa
8809,TWIST1,"HP:0001317, HP:0001321, HP:0002011, HP:0002977, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",10,,4.42365E-05,,"cortisone, pseudoephedrine, sulfadiazine, TTNPB"
8810,TWIST2,HP:0012759,1,,2.93368E-05,,
8811,TWISTNB,,,,1.33905E-06,,
8812,TWSG1,,,0.009674966,,,
8813,TXLNA,,,,2.23813E-06,,retinol
8814,TXLNB,,,,8.46746E-09,,
8815,TXLNG,,,,0.000148459,,
8816,TXN,,,,4.20049E-06,,"BRD-A66861218, cilostazol, dacarbazine"
8817,TXN2,"HP:0001272, HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002180, HP:0002283, HP:0002977, HP:0007364, HP:0007367, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100275, HP:0100547",18,,3.75761E-05,,
8818,TXNDC16,,,0.014239175,,,
8819,TXNDC17,,,,5.63269E-07,,
8820,TXNDC5,,,,0.000830892,,
8821,TXNDC8,,,,1.22901E-06,,
8822,TXNDC9,,,,0.000686512,,"acetazolamide, beclometasone, carbamazepine, dacarbazine, ethotoin, etidronic-acid, flecainide, isoreserpine, mestinon, oxaprozin, primidone, pseudoephedrine, retinol"
8823,TXNIP,,,,7.77216E-06,,"acebutolol, domperidone, etretinate, solanine, TTNPB"
8824,TXNL1,,,,0.00038631,,"ethotoin, mitotane"
8825,TXNL4B,,,,1.00189E-08,,"lithocholic-acid, mestinon"
8826,TXNRD2,HP:0012759,1,,3.96378E-08,,
8827,TYK2,,,,0.000136833,,
8828,TYMP,"HP:0002011, HP:0002060, HP:0002500, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,,5.46136E-06,,"lonidamine, tretinoin"
8829,TYMS,,,,1.88776E-05,,
8830,TYROBP,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002339, HP:0002340, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007374, HP:0010994, HP:0012443, HP:0012444, HP:0012639, HP:0012757, HP:0012759, HP:0100547, HP:0100705",26,,0.000309038,,"BRD-A66861218, doxorubicin, vinblastine"
8831,TYRP1,,,,8.83403E-05,,"cytochalasin-b, nifedipine, racephedrine, vincristine"
8832,TYW3,,,,0.000111796,,
8833,U2AF1,,,,0.000137916,,flurbiprofen
8834,U2AF1L4,,,,4.96819E-07,,
8835,U2AF2,,,,1.63798E-05,,
8836,U2SURP,,,,3.29623E-07,,
8837,UAP1,,,,9.76112E-07,,thalidomide
8838,UAP1L1,,,,0.000305313,,
8839,UBA2,,,,0.000790528,,
8840,UBA52,,,,2.73733E-08,,
8841,UBA6,,,0.002521811,,,
8842,UBA7,,,,8.87613E-06,,
8843,UBAC1,,,,2.35315E-05,,
8844,UBALD1,,,,6.67688E-05,,
8845,UBALD2,,,,3.01504E-05,,
8846,UBAP1,"HP:0001317, HP:0002011, HP:0002062, HP:0002143, HP:0002314, HP:0002492, HP:0007367, HP:0007372, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100561",13,,2.22351E-07,,
8847,UBAP2,,,,0.000167639,,
8848,UBAP2L,,,,1.33739E-06,,
8849,UBASH3A,,,,1.54058E-15,,
8850,UBASH3B,,,0.000205734,,,
8851,UBB,HP:0012759,1,,2.50695E-05,,
8852,UBBP4,,,,1.63091E-06,,
8853,UBC,,,,1.90845E-05,,
8854,UBD,,,,3.86294E-11,,
8855,UBE2A,"HP:0002011, HP:0002060, HP:0002363, HP:0002500, HP:0002977, HP:0006919, HP:0007361, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012639, HP:0012759, HP:0100547",14,,0.000100057,,
8856,UBE2B,,,,0.00027191,,
8857,UBE2C,,,,9.11344E-07,,
8858,UBE2D2,,,,1.66323E-05,,
8859,UBE2D3,,,,8.32298E-08,,
8860,UBE2E2,,,0.003695242,,,
8861,UBE2E3,,,1.96361E-05,,"ifosfamide, ribavirin, tolmetin",
8862,UBE2F-SCLY,,,0.02929931,,,
8863,UBE2H,,,,0.000169816,,
8864,UBE2I,,,,2.33529E-06,,
8865,UBE2J2,,,,0.00089359,,
8866,UBE2L3,,,,2.66141E-05,,
8867,UBE2M,,,,1.32305E-05,,
8868,UBE2Q1,,,,5.15987E-06,,
8869,UBE2QL1,,,1.55449E-07,,,
8870,UBE2S,,,,4.04059E-13,,"clomifene, methyldopa, oxaprozin"
8871,UBE2T,"HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",13,,1.82316E-07,,
8872,UBE2U,,,,3.59617E-05,,
8873,UBE2V1,,,,0.000152624,,
8874,UBE2V2,,,,0.000237671,,
8875,UBE3D,,,2.22232E-05,,,
8876,UBFD1,,,,8.95858E-06,,
8877,UBL4A,,,,4.88098E-06,,
8878,UBL5,,,,3.65302E-05,,
8879,UBL7,,,,1.14981E-07,,
8880,UBN2,,,0.001085288,,,
8881,UBOX5,,,,0.000260039,,
8882,UBQLN1,,,,0.000736047,,
8883,UBQLN4,,,0.00561064,,,
8884,UBQLNL,,,,7.62955E-05,,
8885,UBR3,,,0.000345338,,,
8886,UBR5,,,0.001299419,,,
8887,UBTF,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002180, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",25,,1.58195E-06,,
8888,UBXN1,,,,2.64146E-06,,
8889,UBXN10,,,,6.82045E-05,,
8890,UBXN11,,,,3.23454E-07,,
8891,UBXN2B,,,0.000323379,,,
8892,UBXN4,,,,4.17724E-06,,
8893,UBXN6,,,,3.39866E-07,,
8894,UBXN7,,,,0.000949337,,
8895,UCHL1,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002180, HP:0002977, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0100547",15,2.71677E-10,,"chlorcyclizine, corynanthine, doxorubicin, etretinate, fluconazole, fumonisin-b1, hexachlorophene, tianeptine, vigabatrin, zonisamide",
8896,UCK1,,,,1.07694E-06,,
8897,UCKL1,,,,7.9409E-05,,
8898,UCMA,,,,1.92194E-07,,
8899,UCP2,HP:0012759,1,,9.54683E-07,,"acebutolol, bupivacaine, dacarbazine, ethinylestradiol, fenoterol, mephenytoin, yohimbine, zidovudine"
8900,UFC1,"HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,9.71654E-09,,
8901,UFSP1,,,,2.95221E-06,,
8902,UGCG,,,,0.000564545,,
8903,UGGT2,,,0.001111716,,,
8904,UGT1A1,"HP:0002011, HP:0012443, HP:0012639, HP:0012759",4,,0.00010428,,
8905,UGT1A6,,,,1.75235E-05,,
8906,UGT1A7,,,,3.88004E-05,,
8907,UGT2A1,,,,2.15986E-06,,
8908,UGT2A3,,,,2.08467E-14,,
8909,UGT2B10,,,,2.34217E-06,,
8910,UGT2B15,,,,3.23578E-06,,exemestane
8911,UGT2B17,,,,4.56543E-10,,"digoxin, imipramine, nifedipine, teniposide"
8912,UGT2B28,,,,0.000780609,,"exemestane, ibuprofen, methimazole, racephedrine"
8913,UGT2B4,,,,2.79001E-07,,
8914,UGT2B7,,,,4.9349E-06,,
8915,UGT3A1,,,,6.59312E-08,,
8916,UGT3A2,,,,4.94554E-09,,
8917,UHMK1,,,,1.83838E-06,,
8918,UHRF1BP1L,,,0.032301709,,,
8919,ULBP3,,,,0.000295983,,
8920,ULK1,,,,0.000946122,,
8921,ULK2,,,0.000884731,,,
8922,UMOD,,,,2.0718E-07,,
8923,UMODL1,,,,5.74059E-08,,
8924,UNC13A,"HP:0002011, HP:0002180, HP:0007367, HP:0012639, HP:0012757",5,5.86571E-06,,,
8925,UNC13C,,,0.001564277,,,
8926,UNC13D,"HP:0002011, HP:0002060, HP:0002500, HP:0012443, HP:0012639, HP:0100547",6,,1.62133E-05,,
8927,UNC45A,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,0.000376269,,
8928,UNC45B,,,,3.36119E-18,,
8929,UNC5A,,,0.002241384,,,
8930,UNC5C,,,1.69154E-05,,,
8931,UNC5CL,,,,2.83869E-08,,
8932,UNC5D,,,1.40768E-05,,,
8933,UNC79,,,1.34424E-06,,,
8934,UNC80,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002283, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",18,6.6545E-05,,,
8935,UNC93A,,,,3.11886E-06,,
8936,UNCX,,,0.003764174,,,
8937,UNG,,,,3.50747E-07,,
8938,UNKL,,,,0.000107101,,
8939,UPF1,,,,5.51855E-05,,
8940,UPF2,,,,1.62647E-06,,
8941,UPF3A,,,5.21965E-06,,dacarbazine,
8942,UPK1A,,,,0.000319186,,
8943,UPK1B,,,,6.62899E-09,,
8944,UPK3A,,,,2.05823E-05,,
8945,UPK3BL,,,,4.32607E-05,,
8946,UPP2,,,5.93898E-06,,,
8947,UPRT,,,0.034812156,,,
8948,UQCC2,"HP:0006919, HP:0012759",2,,2.48626E-10,,
8949,UQCR10,,,,1.07108E-07,,
8950,UQCR11,,,,0.000904786,,
8951,UQCRB,,,,7.436E-09,,
8952,UQCRC1,"HP:0002011, HP:0002059, HP:0002060, HP:0002506, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0100547",11,,4.11123E-06,,
8953,UQCRFS1,HP:0012759,1,,8.10405E-06,,
8954,UQCRH,,,,1.61599E-09,,
8955,UQCRQ,HP:0012759,1,,1.97667E-08,,
8956,URAD,,,,6.32651E-05,,
8957,URM1,,,,3.16541E-06,,
8958,UROD,,,,1.26013E-05,,
8959,UROS,,,,0.000918939,,
8960,USB1,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0012759, HP:0100547",6,,7.99619E-05,,
8961,USF2,,,,6.7462E-05,,
8962,USH1C,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0007360, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012157, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",18,,4.11085E-06,,
8963,USH1G,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0007360, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012157, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",18,,8.85492E-09,,
8964,USMG5,,,,4.45269E-08,,
8965,USP1,,,,0.000537284,,chlorambucil
8966,USP16,,,,3.86317E-08,,
8967,USP18,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002538, HP:0002977, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100547, HP:0100659",15,,5.15998E-06,,
8968,USP21,,,,3.09387E-05,,
8969,USP24,,,0.004742058,,,
8970,USP29,,,,0.000168439,,
8971,USP3,,,0.021656563,,,
8972,USP31,,,8.21723E-06,,,
8973,USP36,,,,1.51692E-05,,chlorpromazine
8974,USP38,,,,0.000229172,,
8975,USP46,,,0.00935606,,,
8976,USP48,,,,0.000554055,,
8977,USP49,,,7.68795E-05,,,
8978,USP5,,,,4.12363E-06,,
8979,USP51,,,,7.32051E-05,,
8980,USP54,,,0.000581855,,,
8981,USP7,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002518, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0010951, HP:0012443, HP:0012639, HP:0012759, HP:0012762, HP:0100547",17,,6.86517E-06,,ephedrine
8982,USP8,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100659",6,,0.000448584,,
